City_ID,City,Country,Max Temp,Weather description,Lat,Lng,Hotel Name
634,Kurchum,KZ,74.26,broken clouds,48.5722,83.6542,"""Kneda"" Hotel"
635,Ardakan,IR,81.01,clear sky,32.31,54.0175,Ardakan Hotel
637,Obidos,BR,77.97,overcast clouds,-1.9175,-55.5181,Hotel Amazônia Center
638,Chiang Mai,TH,86.9,few clouds,18.75,99.0,Centara Riverside Hotel Chiangmai
640,Mayfield,US,82.15,clear sky,36.7417,-88.6367,Super 8 by Wyndham Mayfield
641,Dulce Nombre De Culmi,HN,70.45,overcast clouds,15.1,-85.5333,Hotel Zuniama
643,Grand-Santi,GF,72.28,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
646,Fengrun,CN,85.77,scattered clouds,39.8333,118.1167,Super 8 Tangshan North Railway Station Tangfeng Road
648,Rosario Oeste,BR,70.34,clear sky,-14.8361,-56.4275,Alvorada Palace accomodation
649,Beyneu,KZ,87.64,clear sky,45.3167,55.2,NUR
651,Izumo,JP,82.35,moderate rain,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
653,Kununurra,AU,78.78,broken clouds,-15.7667,128.7333,Hotel Kununurra
654,Les Cayes,HT,80.51,broken clouds,18.2,-73.75,Villa Orphee
655,Pangkalanbuun,ID,81.64,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
656,Huilong,CN,86.94,broken clouds,31.8111,121.655,Hilton Garden Inn Qidong
657,Sola,VU,80.37,scattered clouds,-13.8833,167.55,Leumerus Bungalows
658,Dandong,CN,74.39,overcast clouds,40.1292,124.3947,Yiranju Farmstay
660,Gigmoto,PH,86.25,overcast clouds,13.7796,124.39,Cj's Travellers Inn
661,Shingu,JP,87.33,overcast clouds,33.7333,135.9833,Shingu UI Hotel
664,Itarema,BR,78.3,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
665,Santa Rosa,PH,86.11,light rain,14.3122,121.1114,Erlyn’s Sta Rosa City Home
666,Black River,JM,80.74,clear sky,18.0264,-77.8487,Idlers' Rest Beach Hotel
671,Kapoeta,SS,77.95,broken clouds,4.7717,33.5903,Eastgate Hotel
673,Honghu,CN,87.33,broken clouds,29.8206,113.4621,文泉花园酒店
674,Port Blair,IN,82.44,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
676,Kindu,CD,70.12,broken clouds,-2.95,25.95,Résidence Okanda
680,Wuchang,CN,72.39,overcast clouds,44.9143,127.15,杏花山
681,Goderich,CA,77.32,overcast clouds,43.7501,-81.7165,Harmony Inn
682,West Richland,US,88.05,clear sky,46.3043,-119.3614,Horn Rapids RV Resort
684,Sinnamary,GF,77.88,scattered clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
685,Ambulu,ID,80.1,broken clouds,-8.345,113.6058,Hotel Ambulu Jember
686,Eston,CA,82.92,scattered clouds,51.1501,-108.7514,Hearthside Place B&B
687,Jiexiu,CN,82.06,overcast clouds,37.0244,111.9125,IU Hotel Jinzhong Yuhua Road
689,Svobodnyy,RU,77.31,overcast clouds,51.4,128.1333,Alekseevskij Hotel
690,Calabozo,VE,79.25,overcast clouds,8.9242,-67.4293,Hotel Giardini
691,Labelle,US,84.22,overcast clouds,26.7617,-81.4384,Port LaBelle Inn
692,Oriximina,BR,77.14,scattered clouds,-1.7656,-55.8661,Pousada Tia Amélia
694,Chardara,KZ,80.13,clear sky,41.2547,67.9692,Жанаргул
696,Barra Do Garcas,BR,72.0,clear sky,-15.89,-52.2567,Pousada Tropical
